ぴくしー,どやめた,ばんぶつ,じゅーしー,からくら,からどーん,どろおど,こんくり,はっきり,うとする,うだから,よろしく,おいまじ,もたびた,ひらから,えんごく,ざーぐー,わなかっ,しっかり,ことから,からべと,ぽくする,かすこと,きーぱー,ぴんとく,するから,すること,ばたふら,からする,ふんころ,くすくら,のおばさ,ふんどし,おいしく,しくする,えんじん,ばんぐん,しっくり,むんがん,こんとろ,くること,わーすら,けたこと,しながら,ざーびー,うろぼろ
3,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,24,1,1,5,1,1,1,7,2,1,1,5,1,2,1,1,1,1,1,1
