バラバラ,ドキドキ,ワクワク
['\u3000どんだけバラバラな言葉の羅列でも、まず書いてみよう！'],['\u3000小説を読んでドキドキしたことがありますね？\u3000はい、小説が書けます。'],['\u3000小説を読んでワクワクしたことがありますね？\u3000はい、小説が書けます。']
