のおもさ,つかがや,ぼろしな,たらぶる,がんばり,しなくちゃ,みしがり,ちかづけ,しゅんかん,がたかす,おちつけ,よたのし,もおべん,べりずき,くらがつ,わいから,くすから,でかがや,びしくっ,もたのし,わいくっ,かたかん,まるとこ,かためら,ころのお,くったっ,うだよぼ,うきでか,じめにた,はっぴー,わなかっ,からぽた,くだから,まるじめ,かっぷつ,どんぶら,ばらがみ,からくり,たったら,かりきり,はきづか,おちこん,たらしく,どかしく,ちらしな,がくうき,しこわい,ふさぎこ,くつのし,ばたかす,するから,つらかっ,からする,せかいちゃ,がやくた,がたくさ,しなかっ,かりがみ,いそうだ,ばらしな,ころぼそ,ぽかのお,ふかぶか,からはっ,にこなみ,ころがつ,かりのし,おいしく,がたのし,しこうか,うはかっ,からこそ,ころすべ,もくのし,ことだら,しっくり,すれがち,ぷりつか,しなこと,からのお,どきしな,からきこ,かったっ,ぬくもり,しながら,いじめら,かりがさ,うまけた,ことがつ,どんちか
1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1
