めらめら,ぽろぽろ,ぽかぽか,ぼろぼろ,きらきら
['めらめらと燃えるものだったり'],['ぽろぽろと'],['ぽかぽかと温かいものだったり'],['ぼろぼろと'],['きらきらと綺麗なものだったり']
