こともや,ごそうか,しゃんぷー,かっぷる,まるばか,かちでか,うとする,よろしく,けたかっ,きしめた,てくるん,ぺっとぼ,かったど,ぶらうん,はっぴー,ひらから,まること,がちくっ,しっかり,きんしっ,からすべ,ざわめき,びたかっ,のおばちゃ,ぴーかー,ぶつかっ,どかしく,ぶつかり,かすこと,するなよ,わいとく,するから,すること,かったら,がたくさ,しなかっ,めたから,のおちゃら,たっぷり,いそうだ,めたばか,かってく,しくする,ことばか,がらぽつ,くんとく,からこそ,ちょこちょい,かーぺん,しおでこ,ひたすら,ぐいけば,ぬくもり,けたこと,しながら,ぼやけた,ぱーとん
1,1,1,3,2,1,8,1,2,20,1,1,1,1,9,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,10,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,5,1,9,2,7,1,1
