クッドク,カーボー,ピーガー,ワンピー,プンカー,カラクリ,カップル,シープー,ワンシー,スカウト,グースカ,マザコン,カンテラ,グータラ,チンピラ,ムズアップ,ジャンキー,ツンデレ,チンゴチ,ドスピー,エンジン,デコピン,ピーカー,マルチカ,デンゴロ,チングス,スクジャン,カタスク,ポンコツ,チップス,リンガー,チリビー,トボクサ,メリカン,カーシー,ワンパン,ムンクル,スクドー,ブルピー,ジュードー,コンクー,クリスタ,リンカー,ハッピー,ザーカッ,ジャンパー,ドシスタ,ブースタ,ワンタッ,ボンキュッ,クスポー,ビシバシ,ウマスイ,ポコスカ,ワンポイ,スラスタ,ワーアップ,ズキンズキ,ガードタ,タックル,ガチャガチ,プラカー,ドタバタ,カーボン,ボンビー,プークス,グラウン,プリズン,カチコチ,パッツン,カッチカ,ミシギシ,ドンパチ,ホログラ,ハッキリ,シーズン,デコボコ,カチャカチ,ジャングル,コントロ,シャンプー,シッピシ,キンシッ,クラウン,クタスク,スーツケ,コングラ,ズタボロ,ワイトボ,ガタノシ,シナプス,コンピュー,ドスキー,スーパー,ピンポイ,ポイズン,ガードロ,ガリオン,スクリーン,パーカッ
3,1,2,2,1,1,2,1,1,1,1,2,3,1,3,5,1,5,1,2,29,3,11,2,13,1,3,2,1,1,5,1,1,2,14,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,8,1,1,1,5,4,1,1,4,1,1,1,1,1,1,4,2,1,1,1,1,14,1,2,1,2,2,2,1,1,1,1,1,2,10,2,3,1,4,92,26,1
