エンペラ,ワンピー,プンカー,キーボー,カップル,シューブラ,チンピラ,アースク,コンクリ,エンジン,ピーカー,ビーブー,ドロオド,ゴーグル,ジューシー,クリスタ,プンタプ,キングサ,アーボー,ザーカッ,チンチクリ,キーパー,リントロ,ワーシー,シックリ,ブースタ,シッミシ,オンエン,ピッキン,スラスタ,シューカッ,カーペッ,タックル,ツートン,ビングル,プンテラ,ウロボロ,キーワー,ソロバン,バンカー,ホログラ,ハッキリ,アークラ,カチャカチ,ドングリ,ザーアー,ベリスク,コントロ,ポーカー,カスパー,ズタボロ,ペットボ,ブツクサ,コンピュー,スーパー,ピンポイ,ズングリ,ワーキャー,ガチゴリ,スクリーン,パーカッ
12,5,1,2,1,2,1,7,4,88,3,1,1,4,3,1,1,1,2,1,1,1,1,7,1,1,1,1,1,8,1,4,2,1,1,2,68,1,1,7,13,5,2,1,1,12,2,5,2,5,2,1,3,8,41,1,1,1,1,1,10
