クッキー,ポリシー,エンジン,シャーワー,ピーカー,ポンコツ,デカブツ,テクノロ,ガラクタ,ニタリン,ボンクラ,カタコン,スラスタ,ビングル,ビーコン,デコボコ,コントロ,キンシッ,コンピュー,ピンポイ
8,1,24,1,15,1,1,1,10,9,2,1,1,1,32,1,5,1,10,1
