わなかっ,びたかー,しなどや,どすぷりん,くるから,からこち,えんじん,すくめた,たっちま,べりしな,はたぶん,がちゃがち,しなこと,ぐらうん,すーつけ,ぶんうま,するから,ちらつか,がみつか,ぶらすた,げたぱん,おどけた,きらしく,すごくす,げたぺん,するくり,ぷんする,よろめき,でこちら,からぶら,きらめき,とくがん,こっちか,ぐるがみ,ちんぴら,くらする,うとしな,ゆらしな,くりくる,くつもり,からくり,しなかっ,きこうと,じくくり,わんぴー,そろしく,くるびー,ふかしな,ちまくっ,うとする,すべきこ,うとくり,かってく,くっきり,ちまうだ,くたばら,ぎーかー,ぱりうま,かーぺっ,きりしな,でかうん,こってく,びくしな,からこそ,もたぶん,たっぷり,はっきり,かったら,がみこん,にためら,きしめた,のおばさ,きりする,ちょこちょい,くるとぼ,わないら,くるとこ,うところ,からすー,からこっ,がちかち,よろしく,しながら,ちまうよ,すること,くりとこ,でかけた,もじゃもじ,めたこと,こんとろ,ばしちま,とくこと,きんから,くたばり,ぺんから,ことぐら,するとぼ,じめにや,たらしく,しなくた,ことさら,がぶつか,うだから,ぶつかっ,もたくさ,がたくさ,みしめた,でこする,ぶるから,ことばか,ぶつかり,ざわめき,てかうん,ひそめた,ちらから,てくるん,わんばか,ぽいしゃん,からまる,ちりんちり,しっかり
4,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,6,1,5,1,1,2,1,6,1,1,3,1,1,1,1,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,6,6,5,1,1,2,1,1,1,1,1,2,2,1,1,1,2,9,1,7,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,3,2,3,2,1,1,4,1,1,6,3
