キューピッ,ビリオン,プスブル,カップル,リンピッ,エンジン,ジャーアプ,メリトン,メリカン,テクノロ,ガラクタ,チッカチ,ガチャガチ,プラカー,オロギー,ワンカッ,バンカー,チンパン,ハッキリ,シーズン,オンボロ,コントロ,シャンプー,トロダク,キンシッ,ギーチッ,カーマル,メソポタ
4,3,1,2,16,1,1,6,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1
