クッキー,ガンガリ,クツグス,スパスタ,エントロ,ビングラ,ビーグル,ニヤガー,カップル,ヒューベリ,フラワー,コンパク,スカウト,ドンデン,プラパッ,クスキュー,ムズアップ,モリカー,ザーガン,リンクサ,ギーブラ,ワーゲー,キライジ,アーエン,マルグジ,プラカッ,スクドー,カラコロ,キャッスル,ハッピー,カリプス,ガラクタ,スープス,ニタリン,ピクチャリ,エンドク,ギービー,パッキン,ワンポイ,スラスタ,ピースル,パンポン,シートロ,カタクリ,キンコン,テクスタ,テクトコ,ピンボン,キューマル,コンテク,マルクス,ビーコン,バンクタ,ギリグリ,ピンホイ,ホロキー,カッパー,エンゲー,コントロ,バリトン,ギーブー,チリバチ,ブツクサ,パーキン,クラウト,コンピュー,スパイラ,ピンポイ,マルスー
5,2,3,1,3,1,1,1,1,1,5,1,1,1,2,1,2,1,2,3,1,1,1,5,3,1,1,1,2,1,1,3,1,3,2,1,7,1,1,30,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,5,1,34,2,1,1,1,1,2,2,1,1,11
