ワンピー,コンパク,クタウン,チンピラ,ムズアップ,ツンデレ,コンクリ,ワーゲー,マルチロ,ポンコツ,デカブツ,ワンパン,テクノロ,ニタリン,ピーキン,スクワー,ピンガー,スラスタ,ガーデン,ビームラ,ドタバタ,アーデン,バカコン,ドンパチ,ホログラ,ガンクラ,コントロ,キンシッ,プラグイ,コリドー,メチャクチャ,ワイドシ,ペットボ,トンズラ,パラベラ,ピーキー,コンピュー,デンボン,グスペッ,ピンポイ,クラスタ,パンスパ,マルクッ
1,1,1,1,1,2,1,2,3,1,1,1,2,1,1,2,3,2,2,1,2,12,1,3,2,1,8,1,4,6,1,1,1,1,1,1,4,2,1,2,3,1,1
