スカウト,ピーカー,ブースタ,バシャバシ,スラスタ,リンブル,クスチー,ドタバタ,キーズブ,バンカー,ホログラ,ハッキリ,コントロ,シャンプー,キーグラ,ゴードン,ワースカ,スーツケ,コンピュー,ブラウン,ブラスタ
1,1,13,1,3,2,2,1,3,23,58,1,3,2,1,20,1,2,2,2,1
