ワンゲー,ブルワー,オンアー,ピーカー,アームズ,ゴーグル,ポンコツ,ブースタ,フラガラ,ザックバラ,リンドブ,タックル,カーボン,カッシャン,ハッキリ,エンゲー,クラウン,パーカー,コンピュー,スーパー,スクリーン
1,56,17,1,1,1,2,1,204,2,3,1,7,2,3,1,66,3,1,1,2
