ツンデレ,ブスクリ,ハッピー,トロキラ,クスタプ,グラキリ,ハッキリ,カンドシ,クンビク,ギーシー,コントロ,ビタブル,エンドロ,コンピュー,スーパー,ピンポイ,スクリーン
1,5,1,1,1,3,3,9,1,1,1,4,1,2,1,1,1
