ことから,くるから,えんじん,しなこと,ばかげた,するから,ことすら,びらかす,ぶらすた,つけたら,くったっ,からどか,はっきん,わーあー,くらふが,でこちら,がらすか,ぼろなよ,もそうだ,しなかっ,のしぐさ,うんどし,うとする,かってく,かーぺっ,からこそ,はきちん,たっぷり,かったら,ごーぐる,がらにや,ちまうか,からする,うところ,よろしく,ことする,かったっ,こんばん,しながら,すること,つんでれ,こんぴゅー,くりとこ,こんとろ,べんはき,づけてく,けたから,からべん,すいから,うとべん,べんから,ぶんのお,けたかっ,けたこと,ぶーすた,ひらのし
2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,3,5,1,8,1,2,1,1,1,1,1,1,2,1,1,2,6,1
