クッキー,ピンキリ,ジンジャー,キーボー,ビーシー,キーリン,エンジン,クスカリ,ポンコツ,チップス,ピッチン,ガラクタ,ピッチリ,ピンポン,カーペッ,ワーアップ,ガチャガチ,チンワー,グラウン,キーワー,パーグラ,ドンパチ,ハッキリ,パッチリ,ジャングル,コントロ,エンドロ,コンピュー,ブラウン,スーパー,ブルチー,スクリーン
3,1,1,1,1,2,3,23,1,2,1,10,1,1,1,1,1,2,3,1,3,1,2,1,1,2,1,4,1,4,1,1
