ことから,わなかっ,ことよろ,するから,おいてく,からびー,からしな,がくすく,しなかっ,かったら,ごーぐる,まるちろ,からのお,すること,ずばかり,こんぴゅー,ぐいこと,こんとろ,ぴーかー,おいてか,とろうと,さくこん,からきー,くらいじ,たらしく,うだから,わなくちゃ,すらすた,もそうか,ぶーすた,からすご,すればし
3,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,5,1,2,2,1
