カーボー,コロンブス,ザーパン,コンスル,ポージン,スカウト,パンパカ,カンテラ,クーポン,リンスレ,チンピラ,ジャンキー,ツンデレ,ザーガン,コンクリ,ハーピー,エンジン,コテンパン,ベンジー,ピーカー,ゴーグル,コンビー,ポンコツ,チップス,プスピー,サバゲー,ボトムズ,パチクリ,ブルピー,トロフー,カップラ,リンカー,ハッピー,ギーガー,テクノロ,カリプス,ガラクタ,クラシッ,ボーリン,ウジャウジ,カリカチ,コンプリ,パカブラ,コンデン,ギーパッ,ピンポン,ブラジャー,リングショ,ザーコン,リンギス,カーペッ,スカベン,ノロジー,フードク,リントン,カーボン,プリンクラ,オロギー,カートン,キーワー,プラトン,ブービー,マルクス,ハッキリ,シーズン,プンスカ,パッチリ,カチャカチ,ジャングル,ベリスク,コントロ,トンカチ,ゴードン,ピクピクン,ギーネチ,キンシッ,ガンカタ,ポーカー,ドーカー,コンスタ,ペットボ,コンピュー,ムライソ,スーパー,カードロ,クックド,パーカッ
2,1,1,1,2,6,1,2,1,1,18,1,2,1,75,1,7,1,4,3,3,1,15,3,2,1,1,1,2,1,1,1,2,2,3,3,5,1,1,1,1,1,1,2,1,2,1,47,1,1,2,11,1,1,2,1,2,9,6,1,1,2,2,2,1,1,1,1,2,1,5,1,1,1,1,3,1,1,159,2,6,19,1,2,1,1,21
