ヒューマル,ポリシー,ジャンキー,エンジン,ピーカー,ザービー,ポンコツ,キングタ,タッカー,ガラクタ,ブースタ,ニタリン,ピンポン,ブリザー,スラスタ,バリアー,クリアー,リングス,ワーハラ,ナミズキ,コントロ,クラウト,グスカー,ピンポイ,スクリーン
141,11,1,17,1,1,1,1,2,1,2,1,2,4,8,45,2,2,2,8,12,1,1,1,1
