ワンピー,カラクリ,キーボー,カップル,フラワー,コンパク,スカウト,フラグダ,ペンデン,ブラボー,エンジン,ビーカー,ピーカー,アームズ,ゴーグル,チップス,プスピー,ワーバラ,ピーピン,ハッピー,テクノロ,ワンパタ,タッカー,キーパー,アーバリ,ワーブー,ブースタ,クラシッ,プンハッ,ニタリン,チームク,スクワー,リンクス,ウダウン,ギーバラ,ワンポイ,マルチラ,ガーデン,タックル,ザースカ,グラウン,カービン,ブービー,ドンパチ,バンカー,ホログラ,キシスカ,オンボロ,ワンクッ,エンゲー,コントロ,ハッキン,シャンプー,キンシッ,ポーカー,ワークス,クダウン,パーカー,ピーキー,コンピュー,スーパー,グスカー,ピンポイ,スクリーン
35,2,18,1,2,2,1,8,1,3,38,3,8,1,11,3,1,1,1,2,1,1,1,2,1,6,4,1,3,1,1,3,63,3,1,1,1,13,1,3,4,29,3,1,1,5,29,2,1,111,6,3,1,1,1,2,5,26,1,8,5,8,1,1
