ワンピー,キーボー,エンジン,ピーカー,オンブー,デカブツ,プスピー,テクノロ,ガラクタ,ブースタ,コンデン,ブービー,ホログラ,ドカメラ,コントロ,シナプス,ピーキー,コンピュー,スクリーン
4,1,17,3,4,2,1,1,6,2,5,1,4,1,3,1,1,4,5
