フラワー,ワープラ,ブラボー,トンシュン,チンピン,クストロ,パープル,キングス,ベリスク,コントロ,バリトン,テラジュー,パーベリ,ピンポイ,ブラスタ,スクリーン
6,4,64,2,3,2,1,3,1,4,1,4,1,1,1,107
