ワードス,クッキー,キーボー,コンブル,リンピッ,エンジン,ザーポイ,ピーカー,ゴーグル,シックス,チップス,チューリン,クリスタ,ニタリン,キャッサバ,カーボン,ホログラ,ハッキリ,ビタブル,コンピュー,クタクル
5,4,1,3,2,1,1,1,1,2,4,4,5,1,2,11,19,1,2,14,2
