メソメソ,ガタガタ,ガラガラ,プラプラ
['「いかんなぁ！\u3000いつまでも若いモンが、そうやってメソメソしてちゃあ！」\n'],['\u3000コロルの後ろに隠れているケイとシンシアは、不安げな面持ちで互いの顔を見合わせている。コロルも棒切れを握って身構えてはいるが……その足は、ガタガタと震えていた。\n'],['\u3000席はほとんどガラガラ。自分以外にも数名の客はいるが、年配者ばかり。そんな見慣れた光景を眺めながら、太嚨はお気に入りの席に着く。\n'],['\u3000一方、館長であるはずの老人本人は気にした様子もなく、間も無く上映を迎えようとしている大画面に見入っていた。足が床まで届かないのか、小柄な老人は両足をプラプラと降り続けている。\n']
