ワードス,カラクリ,スカウト,ピーカー,シックス,クルスク,ハッカー,テクノロ,スラスタ,スパイソ,ブービー,ハッキリ,スパトロ,ハッキン,ガーリン,トンズラ,コンピュー,スーパー
1,3,2,8,17,1,1,2,3,1,3,1,5,2,2,2,20,10
