ピンピン,ピーピー,チラチラ,キョロキョロ
['「私はこの通り、ピンピンしてますよ！\u3000さぁどうぞこちらへ！\u3000本部までご案内します！」\n'],['\u3000ウォレスが木の上を指差した。5m先の木の枝に、体長が20㎝から30㎝ほどで緑色の羽を持つ鳥のような動物がいる。特徴的な見た目をしている訳ではないが、甲高い声でピーピーと鳴いていた。\n'],['\u3000ウォレスは、操縦士2人の後ろにある｜補助席《サービスシート》に座りシートベルトを締めていたが、左の窓に向かって身を乗り出した。前では、マーティン副操縦士が計器類を注視しながらも、好奇心を抑えられないのか、外の動物達を興味深そうにチラチラと見ているのが分かる。\n'],['\u3000一見すると、その姿はまるで2足で立っているようだった。だが、人間と似ている訳ではない。身体の下半分は草に隠れて見えないが、上半分には、胴体の前に短くて小さな手があり、顔は馬のように長い。草を食んでいる時には頭を下げて食べているようだが、そうでないときには、胴体ごと起こし、頭を高く保って辺りを警戒するかのようにキョロキョロと見ている。地表から頭頂部までの高さは1.5mはありそうだ。\n']
