ばらばら,べとべと,しくしく,すやすや,どんどん
"['体がばらばらになっていくのが分かる。\n', 'ばらばらに吹き飛んだ敵機を確認し、今日の俺の仕事が終わった。\n']",['大好きなはんばーぐを食べて、口の周りをべとべとにする坊ちゃま。\n'],['坊ちゃまは夜になると、暗闇を恐れてしくしくと泣いている事が多かったので、私は絵本を作り毎晩読み聞かせることにした。\n'],"['絵本を読んでいるうちに、気が付くと坊ちゃまはすやすやと眠りについている事が多かった。\n', '毎晩、絵本を読み聞かせてくれた彼女のお陰で、俺はすやすやと寝る事が出来た。\n']","['そのうち仲間はどんどんと撃墜され、補給も滞った。\n', '戦線はどんどん拡大し、生活が圧迫された事をよく覚えている。\n', 'もにたーには一筋の光がどんどん加速しながら接近してくる様子が映し出されている。\n']"
