ころころ,どろどろ,ちらちら,とぼとぼ,するする,じわじわ,ぴちぴち,ぎりぎり
['\u3000そう言って彼女はころころ笑う。'],['\u3000まるでぜりーのようにどろどろとした流動状の顔が、話しかけていたのだ。'],['\u3000ちらちらと降り注ぐ白い点が、炎に煽られて儚く消える。'],['\u3000革じゃんの襟を立て、俺は深夜のおふぃす街をとぼとぼ歩く。'],['\u3000俺達を覆っていたぜりーはするすると縮むと、たちまち人の形になった。'],['\u3000だが、残った二人の海賊は、じわじわと距離を詰めてくる。'],"['「そういうわけではないのですけど……。でも、航太郎さんも私みたいなお古より、新品のぴちぴちした娘のほうが良いですよねえ」', '\u3000彼女も十分、ぴちぴちしてると思うけどな。']",['\u3000敵はこちらのばりあの有効圏内ぎりぎりまで近づいてきた。']
