ピンボー,スカウト,ワープラ,ワーフラ,ワーバラ,テクノロ,ザーバシ,キーパー,ハードシ,スラスタ,リンブル,シャーリーン,ジンバラ,ペッパー,コントロ,ハッキン,ブラウン,ブラスタ,クストン,スクリーン
1,1,3,1,1,1,1,1,15,2,1,8,22,18,2,5,2,10,4,82
