ブラザー,クッキー,チングチャ,ワンピー,スタビラ,プンカー,ポージン,リンエン,バンパー,エンドボ,コンパク,スカウト,オンブラ,メソドロ,ピックス,チンピラ,クスガー,ドキングダ,リンピッ,クタビリ,ブーポイ,ザーガン,ジーコン,エンジン,パンチラ,ピードス,ピーカー,クスカリ,キューボー,アームズ,ワイドタ,ビンボー,ポンコツ,ザクモグ,フラグショ,メリカン,トコトン,プルパタ,ワーボー,パンキン,プルワー,ポーツカ,ボンジリ,ゴチャゴチ,シーボー,キングダ,テクノロ,ピタブル,ドスピン,ジャンパー,シースル,ガラクタ,ブースタ,パーリン,ボーリン,ペッカー,ドスキン,ニタリン,シャキサク,コンデン,ブラチュー,オングル,ザーコン,ナミクス,スクワイ,ワーアップ,マルチラ,ワーカー,ガーデン,タックル,チームシャ,パックス,ドタバタ,オロギー,グラウン,リングス,コットン,ジャンスタ,バンカー,コンチク,ホログラ,ハッキリ,キシブル,パッチリ,デンシッ,ギーシー,マルチリ,コントロ,ガンボー,ザーズタ,ブリワー,クラシー,キンシッ,チャリエン,テラジュー,オンゲー,コンスタ,メチャクチャ,ワークス,クダウン,ハービー,シャンビュー,ブルゾリ,パーカー,コンピュー,ブラウン,スーパー,ザークラ,ハッハー,グスペッ,デンプン,ズングリ,クスアー,ブーメラ,コンプラ,ハードロ,ビングス,マルエン,ツーワン,スクリーン
11,56,1,2,2,4,1,1,2,1,1,2,1,1,2,5,1,1,1,1,1,8,1,55,2,2,2,1,4,10,2,1,2,1,1,1,1,8,1,1,1,1,1,2,1,322,16,7,1,2,1,3,223,3,2,1,1,3,1,33,1,1,10,2,15,1,5,29,1,1,1,3,3,1,2,2,1,3,2,1,11,17,1,1,1,29,1,115,7,1,5,1,1,2,1,1,2,6,1,8,15,1,31,1,1,1,15,10,1,1,1,1,3,1,1,5,1,1,1,3
