ワンピー,キーボー,スカウト,ムズアップ,ビーチマ,エンジン,コックス,ピーカー,マルチロ,ザービー,ギーチュー,ビンスク,ワーバラ,ギープラ,テクノロ,タッカー,ピンポー,クラシッ,グルマザ,クーリン,スラスタ,ワーアップ,バリアー,クリアー,グラウン,オンキラ,キーワー,ブービー,ビーコン,キシブル,ポツリポツ,カチャカチ,コントロ,ハッキン,キンシッ,ワイドシ,ビタブル,エンドロ,コンピュー,ピンポイ,トロピカ,スクリーン
1,1,3,1,1,5,18,2,5,2,2,1,1,1,2,3,1,2,2,1,8,1,1,1,1,1,1,2,1,1,1,1,33,9,1,1,9,3,1,2,2,70
