ふつふつ,どろどろ,そろそろ,きゃっきゃっ,ぐりぐり,すれすれ,ぺこぺこ,にこにこ,どんどん,ぎりぎり
['\u3000ふつふつとした怒りが湧き上がってきて、ぼやき始める秋月。\n'],['\u3000ただ、体の中に今も渦巻く感情。黒くどろどろになったこーるたーるのようなそれを解放できるのなら、それでいい。\n'],"['\u3000謹慎三日目の朝だった。そろそろ正式な処分が通達される頃だろう、そう考えていた秋月。\n', '「冗談だよ。藤原くん、古河くん。そろそろ要綱はできたかい？」\n']",['\u3000判然としない思考の中、取り敢えず自分の背中に襲いかかった可愛い襲撃者を捕まえると抱き上げた。きゃっきゃっと喜ぶ声を聴いているだけで癒される。\n'],['\u3000言いながら抱きしめ、ぐりぐりと撫でまわす。\n'],['\u3000法的な問題すれすれの発言をする古河。\n'],['\u3000白い開襟しゃつの制服を着たあかつき副長、副島三佐の説明を受けて、遭難した宅配業者はぺこぺこ謝り倒しだった。さすがにこんてなの輸送までさせたことに気が引けたのだろう。\n'],['\u3000そう言って、にこにこ笑う総理自身の手で右胸に付けられたときは、驚いてしまった。\n'],['\u3000低軌道で、地球の重力を利用しながらの全力加速中のあかつきの目の前で、地球の昼の部分がどんどん広がっていく。青い光が闇に現れ、それが線を成し、三日月状となり、さらにみるみる太く、大きく輝きを増していく。\n'],['\u3000｜船外活動服《ＥＶＡ服》を着込み、しかし機能はぎりぎりまで抑え、体温維持のみに利用。凍てつく空気が顔中の皮膚を突き刺し、口から出される吐息が目の前で音を立てて凍り付いていく。\n']
