エントロ,キーボー,エンジン,ギーチュー,ザーシッ,テクノロ,ギーキュー,ギービー,アービク,リンクス,スパコン,スラスタ,ガーデン,リングス,アーハッ,キューマル,カチャカチ,アーガン,ワープリ,コントロ,フラクタ,コンピュー,スパイラ,スーパー,スクリーン
3,1,15,1,1,1,34,17,1,1,1,2,1,1,1,12,1,6,24,9,2,1,1,1,158
