ワンピー,カップル,カリエン,スカウト,マザコン,チラコチ,ブラボー,エンジン,ビーブー,デンマル,シャーキン,ジャンパー,ガラクタ,ブースタ,ニタリン,スクワー,リンスイ,スラスタ,リンデン,コンシー,カチコチ,キャップス,ハッキリ,コントロ,シャンプー,ポーカー,シャンパン,コンピュー,グズグス,パンプス,スーパー,スクリーン
2,1,4,2,1,2,1,14,12,1,1,1,1,4,1,2,1,3,255,2,1,1,1,5,1,1,6,18,1,2,1,1
