かすまち,べたばか,くるから,からこち,えんじん,きらめた,くること,ぶかしげ,かさねば,しなこと,ちらこそ,ことはた,からくる,からもた,ちらつか,べたこと,ことすら,つんざく,びーこん,ぐるりとこ,ぶつとぼ,わいこそ,けたとこ,ころばか,そろえん,べたかっ,とくごつ,ばらくす,にたくさ,でこちら,からさら,ごしくだ,どんくる,おいくさ,するとこ,ぐらかす,こちから,めたばか,かりがた,ちーかた,からくり,こともご,からまち,ごーまる,たらねば,うとする,かすこと,かってく,かっぷら,にこちら,じところ,ひたすら,もそうね,ぱーすれ,からぼー,だらしな,するくら,くようじゃ,かったら,ちらにや,からでぶ,かすごく,かりまち,うところ,もそうじ,とこちら,つかまる,よたかさ,くってか,よろしく,つけねば,くっきー,かりもく,しながら,うとまち,さらにこ,くすこと,すること,ちくかん,からすい,ずばかり,ばしばら,つかくる,ころがさ,のたかさ,じゃんまる,ふんどし,もたくさ,のたくさ,ちらはた,さらこん,がたくさ,するまち,はたくさ,にたかさ,ぶつかり,くったら,かたがつ,けたこと,するすぱ,ことにこ,からかっ,しっかり,ことくら
1,2,1,1,1,1,2,1,1,3,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,9,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,9,1,3,1,1,1,2,1,4,1,3,1,1,1,1,1,1,1,19,1,2,1,1,1,11,1,1,2,8,2,1,1,23,1,1,1,1,1,1,8,2,2,2,1,1,1,5,1,3,1,1,1,1,4,1,2,1,1,2
