ブラザー,コロンブス,ワンピー,キーボー,コンパク,スカウト,ポリシー,チンピラ,トロスー,コンクリ,ビングダ,エンジン,ジャンプス,ピーカー,キリパー,キャッスル,シースル,ニコチン,ワーエン,ブースタ,クラシッ,プラシー,カーペッ,シャーリーン,クリアー,グラウン,パラシュー,ハッキリ,コントロ,ヒーカッ,ズタボロ,パーカー,ピーキー,コンピュー,ブラウン,ザークラ,ピンポイ
15,1,2,1,1,1,1,2,2,8,1,8,1,1,1,5,3,1,1,1,1,1,4,4,1,3,1,5,4,1,2,1,1,7,7,1,1
