コントロ,ブラスタ,スタグラ,エンジン,スーパー,コンピュー
"['\u3000胸のハッチを開いて心臓部のコントロールルームに導き、彼らに肉体の主導権を明け渡せば――例え屍になろうとも、その巨大な拳を振るい続けることが出来るのだ。\n', '\u3000だが、先の戦いでヘラクロアは「変異種」に敗れ、脳を損傷。事実上の死に至り、その遺体であるこの巨体を、コントロールルームにいるレッキが操り続けているのだ。\n']","['「共に、この宇宙の恒星になろう。――イグナイトブラスタァアァアァアッ！」\n', '\u3000｜先ほどの破壊光線《イグナイトブラスター》により、ヘラクロアのエネルギーも底をついてしまった。もはやレッキに、帰る術はない。\n', '\u3000同郷の異星人であり、地球人と変わらない体躯を持つ青年・レッキに自らの骸を託し、死後も彼の手足となって戦い抜いた。必殺技は「イグナイトブラスター」。\n']",['\u3000ヒロインの1人。軍の名門・獅乃咲家当主の娘であり、威流の許婚。自分に辛い顔を見せず、過酷な任務に臨み続ける威流を日々案じている。身長や年齢に反して、豊満な肢体と色香を持つトランジスタグラマー。年齢は16歳。\n'],['\u3000威流の捜索はまだ続いてはいるが、未だ手掛かりすら掴めていない。すでに上層部は彼の生存を絶望視しており、「パトロール中のエンジントラブル」というカバーストーリーによる、事実の隠蔽を図っている。そのため、捜索規模の拡大を熱望している円華と竜也に、圧力を掛けていた。\n'],['\u3000――そんな日々が幕を開けて、しばらくの月日が経つ頃。年長の子供達を連れ、日用品の買い出しに繰り出していた烈騎は、近場のスーパーに訪れていた。\n'],"['\u3000無数のコンピュータに囲まれた、無機質な空間。その中で佇む男性……武灯竜也は誰が来るか分かっていたらしく、落ち着いた様子でモニターを眺めている。\n', '「あのバリアのエネルギー源やその威力を調査する為に新造された特殊衛星。そのコンピュータに搭載されている、バリアの威力を数値化したものだ」\n']"
