ペットボ,バックラ,タタタッ,ハッキリ,コントロ,ホットコ,スッキリ,ハッピー,ブランケッ,バッチリ,ヒーカッ,ワイトボ,サンプル,スーパー,ガラクタ,ギョロギョ,ベロンベロ,スクトッ,キロメー,カチャカチ,スタタタ,ゴロウト,ガサゴソ,サッパリ,ガチャガチ,ゴキブリ
1,3,1,13,2,1,5,1,11,3,2,4,6,1,2,2,1,1,2,1,1,8,4,1,6,2
