ノーカッ,ブランドシ,スラケッ,サングラ,トコノコ,パースカ,スカウト,コンクー,ヒーカッ,ワイドシ,プラウザ,ツーピー,オートロ,プリクラ,トロピカ,ブラジャー,トップス
1,2,1,3,2,3,4,2,1,2,1,1,1,9,1,7,1
