ハッキリ,ジタバタ,コントロ,トップク,スッキリ,ハッピー,ヒーカッ,コンプラ,ワイトボ,クラメー,キロメー,ホカメラ,ドサクサ
2,1,14,1,1,5,1,2,4,1,2,1,3
