ゾクゾク,ソワソワ,ギラギラ,ボロボロ,チラチラ,ヨロヨロ
['\u3000一体、村上隼人の語った「驚くべき秘密」とは何のことだったのであろうか。祐介は話を聞くに従って、体がゾクゾクとしてくるのが冷え性みたいで耐えられなかった。\n'],"['「庭に煙草を吸いに行ったんだろ。法要中もなんだかソワソワしてたよ」\n', '\u3000赤沼家の人間もみなソワソワと落ち着かない様子であった。村上隼人は自分たちを殺そうとしている怪人なのか、それとも本当に潔白なのか、今はそのどちらとも答えを出せずにただ重苦しい空気のなか沈黙するのみであった。\n']",['\u3000そう怒鳴る、根来の目はギラギラと輝いていた。ついに事件の核心に迫ったということに誰よりも興奮し、同時に緊張していた。\n'],['\u3000この部屋といったら、畳は汚れ、襖には茶色い汚れが点々としていて、一番よろしくないことには部屋に風神の掛け軸があって、その風神の目が醜い滲みで汚れているせいで、まるで血の涙を流しているように見えるのである。一体、これでよくやっていけているなと感心してしまうほどにボロボロな民宿なのであった。\n'],['\u3000何も大晦日の夜に、絵など描かなくてもいいのに。それとも、重五郎はあの怪人からの手紙のことを忘れてしまったのだろうか、と稲山は不満を抱きながら、重五郎のことが気になっては、チラチラとアトリエの方を窺っていた。そして、重五郎らしき後ろ姿やその顔が、時々、窓の中に見えては、ほっと胸を撫で下ろした。\n'],['\u3000すると、ちょうどそこに早苗夫人がヨロヨロと歩いてきた。\n']
