バックド,コントロ,コンサー,ペットボ,プルタブ,スーパー,フカメラ,キューコン
['\u3000おそらくバックドアが常に開いていているのだろう。\n'],['\u3000好奇心旺盛なあずさをコントロールしていたのはいつだって聡美だ。\n'],['\u3000キャンプをコンサートかなにかと勘違いでもしたみたいだ。\n'],['\u3000聡美は目を伏せながら、ジュースのペットボトルを胸の前で堅く握っている。\n'],"['\u3000目をゴシゴシこすり、クーラーボックスからビールを取り出した。それらを二人に配り、プルタブを開封する。\n', '\u3000まるで、相手側の詰みまで読み切った棋士のように、落ち着いた手つきでプルタブを引いた。\n', '\u3000プシュっとプルタブを引き、なにかを吹っ切ったように一気に煽った。\n']",['「うん。時々近所のスーパーに買い物に来るのを見たことがあるわ」\n'],['\u3000それは当時この場所で、親から借りた一眼レフカメラで撮影した、四人が修まった写真だった。\n'],['\u3000達也のそれはほとんど独り言のようだった。その目はバーベキューコンロの中にある、ほとんどが灰になった炭に固定されている。\n']
