ムズアップ,カップル,キーワー,ワイドシ
['\u3000すると、男性は満面の笑みで華麗にサムズアップしてみせた。\n'],"['\u3000デートスポットとして人気が高いというのも頷ける。現に今も、二人でベンチに座っているカップルの姿がちらほらと見受けられた。\n', '\u3000クレープ屋なんだからカップルの一人や二人いても良さそうなものだけど、周りにはほとんど人は歩いていなくて、ただキッチンカーだけがぽつんとそこに佇んでいた。\n', '\u3000たぶん場所が悪いんだろう。ここはカップルが多くいる高台のエリアからは、だいぶ離れた場所にあったから。\n']","['第一章に登場したキーワードの解説。\n', '第一章に登場したキーワードの解説。\n']",['\u3000凶悪な事件として、少し前からワイドショーを騒がせている。\n']
