キータッ,スッパリ,コンピュー,キリカリ,トップク,コンパー,サングラ,ポップカ,ハッピー,カップル,ガシャガシ,キーボー,バッチリ,ドキワク,ポッパー,サンプル,スーパー,ガラクタ,ゲームチ,ウトプッ,スクトッ,スカトロ,グチャグチ,カチャカチ,ガッカリ,トロベリ,サンキュー,コンプリ,バックド
1,1,69,1,1,1,1,1,3,1,3,12,1,1,4,1,7,4,1,4,1,2,2,1,6,1,1,1,2
