ハッキリ,コンピュー,キーワー,サクラン,ボクサー,カップル,キーボー,オタサー,ヒーカッ,クッキー,スーパー,オートロ,スクトッ,カラフル,ガチャガチ,プルタブ,サンキュー,コンパク
1,1,1,1,1,1,3,1,1,1,1,4,2,1,1,1,1,1
