ピークラ,トーキー,クッキー
['「シングルの三つボタンで、襟はピークラベル。色は利休鼠色。布地の色の褪せや擦れ具合から、少なくとも二、三年は経っている。あなたの年齢や体格からすると、変動が少ない五年以内には作られているかと」\n'],"['\u3000封切――新作を流す訳でもなく、有名な作品を取り上げているわけでもない。最近主流になってきた声入りのトーキーではなく、無声の活動写真のみを流すこともあってか、人の入りはそこまでなかった。\n', '\u3000昨今の音声入りのトーキーの普及、また、国内でのトーキーの制作が本格化する中、浅草六区では活動弁士の仕事が少なくなっているそうだ。\n', '\u3000昨今の音声入りのトーキーの普及、また、国内でのトーキーの制作が本格化する中、浅草六区では活動弁士の仕事が少なくなっているそうだ。\n', '\u3000トーキーに出てるよね、と少年ははしゃぐ。どうやら、外国の活動写真に出ていた男優の誰かが理人に似ているようである。\n']",['\u3000そう言って、カホルはキャビネットの上にある四角い金属の缶を取ってきて、大きなバタークッキーを差し出してきたのだった。\n']
