ペットボ,ブリシャー,ハッキリ,ジタバタ,コントロ,ズタボロ,オドラン,キーワー,サングラ,ヘッドロ,スッキリ,ボクサー,ブラウザ,カップリ,ブラコン,トースタ,コントー,スーパー,ノコギリ,ガラコウ,オートロ,ヌルゲー,バックス,メチャクチャ,ブルピー,ズルゲー,クラスカ,ウルカッ,ビカメラ,サンドバ,トップス,ガクブル,コンサー
6,1,5,1,14,1,1,1,3,5,2,1,1,1,1,1,1,1,1,10,1,1,1,4,2,1,1,1,1,1,1,3,1
