バックラ,フルコン,スタグラ,ワーコン,カップラ,コンクー,キーボー,スーパー,カラシナ,ドシンドシ,ガチャガチ,ブラジャー,シャラポワ,ズッキー
1,2,1,6,8,1,1,1,1,1,2,1,1,1
