ウシタラ,フルボト,キログラ,カラポリ,カステラ,バッグチャ,カッテク,ブルドー,キーワー,サングラ,ガッチリ,ハッピー,フラワー,コンプラ,ワイドシ,スーパー,テクノロ,コリゴリ,オードブ,タックス,キロメー,スーツケ,モコウネ,サンチカ,コンパク,ダッタラ
1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,10,1,1,1,1,1,1,1,1,1,1
