わなかっ,だったら,さんがや,からずっ,かりだっ
['「現場の状況を説明する時も文字の色のことは言わなかった。あの三人は知らないはずなのよ。それなのに一人だけ、大往生の文字の色を『蒼天色』と表現した人物がいた」\n'],['「私が犯人だったらそんなごまかし方はしない。文字は全部塗りつぶしちゃうよ。だって怖いじゃない。細工をしたとはいえ、現場に自分の名前が残されているのよ？\u3000あれは犯人が柳川さんに容疑を向けるために残したみすりーど」\n'],['「床に大往生って書いてあったんでしょ？\u3000それ、きっとだいいんぐめっせーじですよ。大往生と言えば坊主。馬場さんがやったに違いありません」\n'],['「俺は、生まれた時からずっと独りだった……」\n'],['\u3000沙羅子は頭を抱えた。先週も箱根の温泉宿で連続殺人に巻き込まれたばかりだった。\n']
