ヒラメキ,キログラ
['\u3000しばらく考えていると、私の頭に、ヒラメキが舞い降りてきた。'],"['\u3000体重ということは、〈キログラム〉。私はノートに『kg』と書いてみた。しかし、『lakg』では一つの単語にならない。並び替えても、意味のある単語にはなりそうになかった。', '「体重を計るもの、か。日本では、体重はキログラムで計るんだね。イギリスでは、単位が違うんだ」']"
