バタバタ,ドキドキ,ウロウロ,ガサガサ,ボリボリ,ポロポロ,イライラ,ピリピリ
['\u3000いきなり通話の切れた音がしたかと思うと、バタバタ、と中から人が出て来る音が聞こえてきた。\n'],['\u3000ドキドキしながら固唾を呑んで見守っていると、\n'],['「さっきから、気のせいかなって思ってたんだけど……下で小さな男の子がウロウロしてるんだよね」\n'],"['\u3000ガサガサと茂みをかき分けてあらわれたのは、隆人によく似た小さな男の子。\n', '\u3000ガサガサ、茂みからまた別の人の気配が。\n']",['\u3000ボリボリと剃り後の濃い顎を撫でながら、班長と呼ばれた私の直属の上司……相原警部補は首を傾げた。\n'],['\u3000言いながら彼女はポロポロと泣きだしてしまった。\n'],['\u3000隆人の父親、剣崎雅人はイライラしていたけれど、とうとう表に出し始めた。\n'],"['\u3000ピリピリピリ……と、着信音が邪魔をする。\n', '\u3000事件が現在進行中の間は、ピリピリとした空気を張り巡らせていたのに、今は落ち着いている。\n']"
