コロコロ,キラキラ,パラパラ,サバサバ
['\u3000伊坂の首がゆるやかな下り坂をコロコロと転がる。\n'],['\u3000すると，まるで星屑が落ちるようにキラキラと輝く物が手の中に集まり，やがて細長い剣を構成した。\n'],['\u3000大野は渡された紙の束をパラパラめくると，それをすぐに机の上に置いた。\n'],['\u3000有名人の事件ということで浮き足立っている新米刑事の清水とは大違いである。その冷静さは｜百戦錬磨《ひゃくせんれんま》の経験から来るものなのか，それとも元来のサバサバした性格から来るものなのかは判じ｜難《がた》い。\n']
