ドキドキ,キラキラ,ハラハラ,キョロキョロ
['\u3000ドキドキしたりハラハラしたり、怒ったり涙を流したり。実際にはそんなにいろいろな出来事が目の前で起こったりしたら、パニックになってしまうだろう。だけど、本の中でなら許される。本の中でなら、すべてはありうることなのだ。\n'],['\u3000キラキラとした宝物のような、温かい木箱のような。\n'],['\u3000ドキドキしたりハラハラしたり、怒ったり涙を流したり。実際にはそんなにいろいろな出来事が目の前で起こったりしたら、パニックになってしまうだろう。だけど、本の中でなら許される。本の中でなら、すべてはありうることなのだ。\n'],['\u3000古書店のカウンター内が物珍しいのか、少年は目をキョロキョロと動かしている。そんな少年の様子は、年相応の純朴そうな子に見えた。ちょっと生意気で口も悪いところもあるけれど、きっと根は真っ直ぐないい子なのだ。\n']
