辛い
"['\u3000胸が痛んだ。刑事の仕事で一番辛いのは、遺族に事実を伝えることだ。\n', '\u3000胸が痛むが、一緒にいて気まずいのはもっと辛い。\n', '「ええ。兄は私がきっと辛いだろうと思って戻ってきてくれたんだと思っています。勘当された身だから、家に戻ることはできなくても、広島ならすぐに会えますから」\n']"
