ハッキリ,ガッチリ,スッキリ,シャッフル,バッチリ,クッキー,ランドヤ,ノコギリ,ブランシャー,ガッカリ,サッパリ,ブーツイ
9,1,3,1,1,17,1,1,3,1,1,1
