しげしげ
['\u3000ゆうこさんは絵をしげしげと眺めると傾けたり、上下を反転させたりした。確かに彼女の言うとおり、あまり気分の良い絵ではないが、噂に聞いているように絵柄が変わる、ということは今のところ起きていない。']
