ちらこち,じゃーだっ,じたから,がささや,がらぼそ,おいたら,くっつい,がっつー,がしたか,ぽっかり,ばさばし,ぶつくさ,ごしてら,のろじゃー,はっきり,だらしく,むかつい,どきだっ,らんかっ,たらくっ,うとする,ことのた,よろしく,げたこと,がつけた,しながら,うしたっ,とろじゃー,さらかっ,へなちょこ,せかけら,がたから,あはぽつ,だったら,からだっ,がたぶら,がらずっ,いがかり,ことすら,ついたっ,つらかっ,じろぎし,ことだっ,はらわた,もろじゃー,ごとひっ,うだから,どくつら,ぬくもり,ぎたから,だったか,こんとろ,たっぷり,すっかり,こりうる,かっぷる,ぐじうじ,もそうだ,のたかり,さんのこ,いそがし,こときー,うとすら,とっぷく,うろじゃー,かりだっ,へとのし,すっごく,すること,つけてく,らんだっ,たらしく,ことから,すらもわ,うしてく,しなかっ,こしはら,からずっ,しなこと,だらしな,もりだっ,ぶつかっ,いがずっ,はっぴー,すいから,ひたすら,よろこん,めちゃくちゃ,かったっ,ことこそ,がつくだ,かさから,ころから,たかもそ,ぶるごと,しばかり,すくめた,からざわ,ざわざく,からこそ,するくら,かったら,あはにた,わなかっ,さっぱり,じゃぶから,ちかけた,ふさわし,かったか,がらくた,うとしな,あはおず,すかうと,ばっちり,がびくっ,どくくす,ちかけら,はたから,うしたら,かってく,くすばっ,ごほんごほ,いそうだ
1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,4,1,1,1,1,28,1,1,1,1,1,1,1,14,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,14,1,3,1,1,1,1,2,1,1,1,1,1,2,1,4,1,7,15,1,1,4,3,1,2,4,1,3,1,1,8,1,1,1,2,2,2,3,4,1,1,1,4,1,1,2,1,1,1,48,2,10,1,2,4,1,2,1,36,1,3,1,1,2,1,1,1,1,1,1,1,1,2
