ペットボ,ハッキリ,ヒーメー,バックダ,トップク,キーワー,サングラ,スカウト,カップル,シャッフル,バッチリ,クッキー,スーパー,キロメー,コンパク,ランデブ,ノータッ,ワークス,クッキリ
7,2,4,6,1,1,1,11,2,1,1,9,9,2,2,1,1,1,1
