ハッキリ,コントロ,キーワー,サングラ,スッキリ,ハッピー,ガッシャー,キーボー,パッチリ,バッチリ,ホッゴホ,ワイドシ,スーパー,イラギー,ランゲー,ベロンベロ,ランコロン,カラフル,ガッカリ,コンドー,ムシャムシ,ガクブル,ソクドク,ドタバタ
9,3,2,6,1,3,1,2,2,1,1,1,7,1,1,1,1,1,1,5,1,1,1,1
