ぶらぶら,ばらばら,おいおい
['\u3000そして、かつて冒険者に憧れたすたんりーは立派なひもとしてぶらぶらしているのだから始末の負えない。'],"['「酷いもんだったよ。ひきちぎられてばらばらだ」', '「ろぼっとは止まっていたよ。きっと核に残った魔力を使い切ったのだろうさ。いろいろな死体を見てきたが、これほどひどいのは珍しいよ。四肢はばらばら。けいんにいたっては肉団子だ。あんたもこのあとの掃除が大変だな」']",['「おいおい、みりー。勘弁してくれよ。僕は荒事専門じゃない」']
