いじめた,ぱっちり,さんとこ,けたから,くいから,からちら,ぐちゃぐち,くっつい,するとこ,ぽっかり,ばらくす,はっきり,からごそ,うとする,よろしく,すっきり,しながら,ぶるやい,もこちら,くすくっ,ちらこそ,ことごと,めたかっ,ついしな,じめだっ,めたおー,どろしく,もだから,うようだ,だったら,つけたか,からだっ,からずる,がみつか,からこん,どかしく,からおー,きろだっ,こそうと,こんさー,ころだっ,くっきー,だったか,ぐっしょり,わらずか,すっかり,すーぱー,うしばら,おどけた,おいてく,さんから,めたばっ,めたしゃわ,もそうだ,べたおー,いそうよ,がってく,ひりする,たらしく,とっぱー,ばっかり,らんくす,しなかっ,ついさっ,しとする,がみつい,もりだっ,ほっぽり,ことさら,ころから,しないが,じゃーじと,がらぼー,からこそ,するおー,かったら,わなかっ,さっぱり,かったか,どたどし,こんくー,さんだっ,はたから,うしたら,かってく,もささく
2,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,22,1,1,1,1,1,1,1,1,2,1,1,1,2,1,6,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,6,1,5,2,1,7,1,1,2,2,1,1,1
