ふさがっ,うとする,しながら,だったら,いがかり,まろうと,からうざ,だったぷ,だったか,こうする,すること,とっくに,もりだっ,びかかっ,めちゃくちゃ,さっぱり,けっこう
1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3
